,time_get_data,city,title,flood,address,followInfo,tag,priceInfo
0,2022-10-27,xa,浐灞半岛A10区 2室1厅 西南必看好房,浐灞半岛A10区    -  浐河西路,2室1厅 | 92.84平米 | 西南 | 简装 | 低楼层(共18层)  | 板塔结合,0人关注 / 7天以前发布,近地铁VR看装修房本满五年随时看房,"119万12,818元/平"
704,2022-10-27,xa,天润园 2室1厅 南必看好房,天润园    -  长安,2室1厅 | 65.91平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,4人关注 / 3个月以前发布,VR看装修房本满五年随时看房,"75万11,380元/平"
705,2022-10-27,xa,中南紫云集 3室2厅 南 北必看好房,中南紫云集    -  草滩,3室2厅 | 97.34平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,2人关注 / 4个月以前发布,VR看装修房本满两年随时看房,"170万17,465元/平"
706,2022-10-27,xa,盛世华庭 2室1厅 南 北必看好房,盛世华庭    -  太白南路,2室1厅 | 106平米 | 南 北 | 其他 | 低楼层(共12层)  | 板楼,0人关注 / 2个月以前发布,VR房源房本满五年随时看房,"139万13,114元/平"
707,2022-10-27,xa,融发心园 2室2厅 南 北,融发心园    -  长安,2室2厅 | 92.09平米 | 南 北 | 精装 | 中楼层(共20层)  | 板楼,0人关注 / 2个月以前发布,VR看装修房本满五年随时看房,"135万14,660元/平"
708,2022-10-27,xa,青门新区 3室1厅 南 北,青门新区    -  城北,3室1厅 | 68.75平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,9人关注 / 7个月以前发布,VR房源房本满五年随时看房,"69万10,037元/平"
709,2022-10-27,xa,恒大城 3室2厅 南 北必看好房,恒大城    -  城西,3室2厅 | 114.19平米 | 南 北 | 精装 | 高楼层(共24层)  | 板塔结合,60人关注 / 6个月以前发布,VR看装修房本满两年随时看房,"191万16,727元/平"
710,2022-10-27,xa,易和蓝钻 2室2厅 西南必看好房,易和蓝钻    -  太白南路,2室2厅 | 99.72平米 | 西南 | 简装 | 高楼层(共32层)  | 塔楼,8人关注 / 3个月以前发布,VR看装修房本满两年随时看房,"133万13,338元/平"
711,2022-10-27,xa,军工南院 3室2厅 南 北必看好房,军工南院    -  黄雁村,3室2厅 | 121.38平米 | 南 北 | 精装 | 低楼层(共18层)  | 塔楼,3人关注 / 3个月以前发布,VR房源房本满两年随时看房,"167万13,759元/平"
712,2022-10-27,xa,水岸东方1期 2室2厅 南必看好房,水岸东方1期    -  半坡立交,2室2厅 | 91.01平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,VR看装修房本满五年随时看房,"120万13,186元/平"
713,2022-10-27,xa,二十街坊 2室2厅 南 北,二十街坊    -  城东,2室2厅 | 79.28平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,10人关注 / 3个月以前发布,近地铁VR看装修房本满五年随时看房,"75万9,461元/平"
714,2022-10-27,xa,种子公司小区 3室2厅 南 北必看好房,种子公司小区    -  长安,3室2厅 | 99.57平米 | 南 北 | 简装 | 中楼层(共5层)  | 暂无数据,8人关注 / 3个月以前发布,VR看装修房本满两年随时看房,"87万8,738元/平"
715,2022-10-27,xa,万科金色悦城 3室2厅 南 北必看好房,万科金色悦城    -  城西,3室2厅 | 108.17平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,10人关注 / 6个月以前发布,近地铁VR看装修房本满两年随时看房,"185万17,103元/平"
716,2022-10-27,xa,水榭花都 2室2厅 南 北,水榭花都    -  高陵,2室2厅 | 46.05平米 | 南 北 | 精装 | 中楼层(共15层)  | 板塔结合,2人关注 / 3个月以前发布,VR房源房本满两年随时看房,"45.5万9,881元/平"
717,2022-10-27,xa,雅荷花园 2室2厅 南 北,雅荷花园    -  经开南,2室2厅 | 83.11平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,43人关注 / 7个月以前发布,近地铁VR看装修房本满五年随时看房,"92万11,070元/平"
718,2022-10-27,xa,华润二十四城一期 3室1厅 南 北,华润二十四城一期    -  西咸,3室1厅 | 94平米 | 南 北 | 简装 | 中楼层(共33层)  | 板塔结合,21人关注 / 4个月以前发布,近地铁VR看装修房本满五年随时看房,"148万15,745元/平"
719,2022-10-27,xa,湾流 3室2厅 南 北,湾流    -  国际港务区,3室2厅 | 111.7平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,6人关注 / 7个月以前发布,VR看装修房本满两年随时看房,"199万17,816元/平"
720,2022-10-27,xa,中海凯旋门 3室2厅 南必看好房,中海凯旋门    -  曲江,3室2厅 | 107.43平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,15人关注 / 6个月以前发布,近地铁VR看装修房本满两年随时看房,"256万23,830元/平"
721,2022-10-27,xa,八水上筑 2室2厅 西南必看好房,八水上筑    -  城北,2室2厅 | 91.35平米 | 西南 | 精装 | 高楼层(共22层)  | 塔楼,100人关注 / 一年前发布,VR看装修房本满两年随时看房,"116万12,699元/平"
722,2022-10-27,xa,唐韵三坊 3室1厅 西南必看好房,唐韵三坊    -  城东,3室1厅 | 83.44平米 | 西南 | 简装 | 高楼层(共33层)  | 塔楼,63人关注 / 3个月以前发布,近地铁VR看装修房本满两年随时看房,"99万11,865元/平"
723,2022-10-27,xa,公园国际 4室2厅 东南必看好房,公园国际    -  城西,4室2厅 | 204.76平米 | 东南 | 精装 | 中楼层(共20层)  | 塔楼,34人关注 / 6个月以前发布,近地铁VR房源房本满两年随时看房,"179万8,742元/平"
724,2022-10-27,xa,华侨城天鹅堡 5室2厅 南 北,华侨城天鹅堡    -  曲江,5室2厅 | 214.97平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,47人关注 / 5个月以前发布,近地铁VR看装修房本满两年随时看房,"589万27,400元/平"
725,2022-10-27,xa,恒大御景 3室1厅 南 北,恒大御景    -  世博园,3室1厅 | 124.83平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,38人关注 / 8个月以前发布,VR看装修房本满两年随时看房,"199万15,942元/平"
726,2022-10-27,xa,华远枫悦 3室2厅 南 北必看好房,华远枫悦    -  经开北,3室2厅 | 106.1平米 | 南 北 | 毛坯 | 中楼层(共34层)  | 板楼,147人关注 / 一年前发布,近地铁VR看装修房本满两年随时看房,"185万17,437元/平"
727,2022-10-27,xa,智慧新城 3室2厅 南 北必看好房,智慧新城    -  长安,3室2厅 | 127.77平米 | 南 北 | 精装 | 中楼层(共31层)  | 板塔结合,1人关注 / 1个月以前发布,近地铁VR看装修房本满两年随时看房,"218万17,062元/平"
728,2022-10-27,xa,万科金域蓝湾 3室2厅 南 北,万科金域蓝湾    -  广泰门,3室2厅 | 131.89平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,25人关注 / 一年前发布,VR看装修房本满两年随时看房,"255万19,335元/平"
729,2022-10-27,xa,公园壹品 2室1厅 东必看好房,公园壹品    -  城北,2室1厅 | 52.15平米 | 东 | 简装 | 中楼层(共33层)  | 板塔结合,2人关注 / 1个月以前发布,VR看装修房本满五年随时看房,"88万16,875元/平"
730,2022-10-27,xa,世茂都 3室2厅 南 北,世茂都    -  经开北,3室2厅 | 96.06平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,VR看装修房本满两年随时看房,"205万21,341元/平"
731,2022-10-27,xa,中铁尚都城 3室1厅 南 北必看好房,中铁尚都城    -  城南,3室1厅 | 130.34平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,20人关注 / 5个月以前发布,VR看装修房本满两年随时看房,"198万15,192元/平"
732,2022-10-27,xa,枫林华府 3室2厅 南 北必看好房,枫林华府    -  高新六路,3室2厅 | 112.13平米 | 南 北 | 简装 | 低楼层(共18层)  | 板楼,3人关注 / 1个月以前发布,近地铁VR看装修房本满五年随时看房,"160万14,270元/平"
733,2022-10-27,xa,丽景花园(长安) 3室2厅 南,丽景花园(长安)    -  长安,3室2厅 | 120.94平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,2人关注 / 4个月以前发布,近地铁VR房源房本满五年随时看房,"134万11,080元/平"
734,2022-10-27,xa,曲江明珠 3室2厅 南 北必看好房,曲江明珠    -  曲江,3室2厅 | 104.62平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,28人关注 / 一年前发布,VR看装修房本满五年随时看房,"170万16,250元/平"
735,2022-10-27,xa,曲江中和府 3室2厅 南 北必看好房,曲江中和府    -  曲江,3室2厅 | 143.49平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,16人关注 / 4个月以前发布,近地铁VR房源房本满五年随时看房,"178万12,406元/平"
736,2022-10-27,xa,莱安逸珲 3室2厅 南必看好房,莱安逸珲    -  高新六路,3室2厅 | 117.6平米 | 南 | 精装 | 中楼层(共30层)  | 板塔结合,46人关注 / 一年前发布,VR看装修房本满五年随时看房,"277万23,555元/平"
737,2022-10-27,xa,恒大御景 3室2厅 南 北,恒大御景    -  世博园,3室2厅 | 126.93平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,4人关注 / 10个月以前发布,VR看装修房本满两年随时看房,"219万17,254元/平"
738,2022-10-27,xa,宏府麒麟山 3室2厅 南 北必看好房,宏府麒麟山    -  城西,3室2厅 | 116.32平米 | 南 北 | 精装 | 低楼层(共33层)  | 板塔结合,2人关注 / 4个月以前发布,VR看装修房本满两年,"180万15,475元/平"
739,2022-10-27,xa,东方米兰 2室1厅 南 西,东方米兰    -  高新六路,2室1厅 | 100.64平米 | 南 西 | 精装 | 高楼层(共31层)  | 板塔结合,33人关注 / 一年前发布,VR看装修房本满五年随时看房,"138万13,713元/平"
740,2022-10-27,xa,中建国熙台 3室2厅 南 北必看好房,中建国熙台    -  高新六路,3室2厅 | 120.99平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,17人关注 / 8个月以前发布,VR看装修房本满两年随时看房,"308万25,457元/平"
741,2022-10-27,xa,西变公司沣禾小区 3室1厅 南 北必看好房,西变公司沣禾小区    -  城西,3室1厅 | 77.48平米 | 南 北 | 简装 | 低楼层(共7层)  | 暂无数据,2人关注 / 4个月以前发布,VR看装修房本满两年随时看房,"78万10,068元/平"
742,2022-10-27,xa,天朗莱茵小城 2室2厅 南 西 北必看好房,天朗莱茵小城    -  城西,2室2厅 | 79.42平米 | 南 西 北 | 简装 | 低楼层(共27层)  | 塔楼,0人关注 / 1个月以前发布,VR看装修房本满两年随时看房,"122万15,362元/平"
743,2022-10-27,xa,锦绣天下三期 3室2厅 南 北必看好房,锦绣天下三期    -  国际港务区,3室2厅 | 90.55平米 | 南 北 | 其他 | 低楼层(共11层)  | 板塔结合,6人关注 / 2个月以前发布,近地铁VR房源房本满两年随时看房,"140万15,462元/平"
744,2022-10-27,xa,荣城 2室2厅 西 北必看好房,荣城    -  南稍门,2室2厅 | 83.02平米 | 西 北 | 简装 | 中楼层(共27层)  | 塔楼,2人关注 / 5个月以前发布,VR看装修房本满五年随时看房,"143万17,225元/平"
745,2022-10-27,xa,新东尚 3室2厅 南 北,新东尚    -  安装四处,3室2厅 | 122.5平米 | 南 北 | 简装 | 中楼层(共33层)  | 塔楼,9人关注 / 8个月以前发布,VR看装修房本满两年随时看房,"153万12,490元/平"
746,2022-10-27,xa,百益雅苑 2室2厅 南必看好房,百益雅苑    -  城西,2室2厅 | 96.82平米 | 南 | 简装 | 28层  | 板塔结合,35人关注 / 一年前发布,VR看装修房本满两年随时看房,"131万13,531元/平"
747,2022-10-27,xa,高科绿水东城二期 3室2厅 南 北必看好房,高科绿水东城二期    -  纺织城,3室2厅 | 137.59平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,11人关注 / 一年前发布,VR看装修房本满两年随时看房,"189.9万13,802元/平"
748,2022-10-27,xa,紫郡长安 3室2厅 西南必看好房,紫郡长安    -  城南,3室2厅 | 140.59平米 | 西南 | 简装 | 中楼层(共33层)  | 板塔结合,71人关注 / 一年前发布,VR看装修房本满五年随时看房,"185万13,159元/平"
749,2022-10-27,xa,旭景名园 3室2厅 南 东,旭景名园    -  城西,3室2厅 | 111.21平米 | 南 东 | 其他 | 高楼层(共24层)  | 板塔结合,7人关注 / 2个月以前发布,VR房源房本满五年随时看房,"143万12,859元/平"
750,2022-10-27,xa,丰禾小区 3室2厅 南 北必看好房,丰禾小区    -  城西,3室2厅 | 97.8平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,27人关注 / 一年前发布,VR看装修房本满五年随时看房,"88万8,998元/平"
751,2022-10-27,xa,大唐世家 3室2厅 南 西 北,大唐世家    -  城西,3室2厅 | 112.36平米 | 南 西 北 | 精装 | 低楼层(共6层)  | 板楼,95人关注 / 6个月以前发布,VR看装修房本满五年随时看房,"140万12,460元/平"
752,2022-10-27,xa,天正幸福里 3室2厅 东 南必看好房,天正幸福里    -  城南,3室2厅 | 107.56平米 | 东 南 | 精装 | 高楼层(共26层)  | 板塔结合,258人关注 / 一年前发布,近地铁VR看装修房本满五年随时看房,"131万12,180元/平"
753,2022-10-27,xa,兴乐园 4室2厅 南 北必看好房,兴乐园    -  经开北,4室2厅 | 168.77平米 | 南 北 | 简装 | 高楼层(共11层)  | 板楼,16人关注 / 一年前发布,VR房源房本满五年随时看房,"203万12,029元/平"
754,2022-10-27,xa,万科金域华府二期 3室2厅 南 北必看好房,万科金域华府二期    -  经开北,3室2厅 | 89.3平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,近地铁VR看装修房本满五年随时看房,"235万26,316元/平"
755,2022-10-27,xa,宏府鹍翔九天 3室2厅 南 北必看好房,宏府鹍翔九天    -  城西,3室2厅 | 100.71平米 | 南 北 | 简装 | 低楼层(共33层)  | 塔楼,4人关注 / 5个月以前发布,近地铁VR看装修房本满两年随时看房,"147万14,597元/平"
756,2022-10-27,xa,西城芳洲 3室2厅 南 北,西城芳洲    -  城西,3室2厅 | 119.1平米 | 南 北 | 精装 | 高楼层(共24层)  | 塔楼,7人关注 / 2个月以前发布,近地铁VR房源房本满五年随时看房,"130万10,916元/平"
757,2022-10-27,xa,中海开元壹号一二期 2室2厅 南,中海开元壹号一二期    -  城北,2室2厅 | 76.19平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,45人关注 / 一年前发布,近地铁VR看装修房本满两年随时看房,"127万16,669元/平"
758,2022-10-27,xa,华洲城天峰 3室2厅 南必看好房,华洲城天峰    -  城西,3室2厅 | 95.86平米 | 南 | 毛坯 | 低楼层(共34层)  | 板塔结合,30人关注 / 一年前发布,近地铁VR看装修房本满两年随时看房,"202万21,073元/平"
759,2022-10-27,xa,紫薇希望城东区 3室2厅 南 北,紫薇希望城东区    -  经开北,3室2厅 | 121.67平米 | 南 北 | 简装 | 低楼层(共28层)  | 板楼,14人关注 / 5个月以前发布,近地铁VR看装修房本满五年随时看房,"175万14,384元/平"
760,2022-10-27,xa,万科金域华府二期 3室1厅 南 北必看好房,万科金域华府二期    -  经开北,3室1厅 | 89平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,1人关注 / 1个月以前发布,近地铁VR看装修房本满五年随时看房,"202万22,697元/平"
761,2022-10-27,xa,辰宫双河湾 3室1厅 南 北,辰宫双河湾    -  未央湖,3室1厅 | 130.6平米 | 南 北 | 毛坯 | 低楼层(共15层)  | 板塔结合,9人关注 / 6个月以前发布,VR看装修房本满两年随时看房,"129万9,878元/平"
762,2022-10-27,xa,雁塔教育丁白小区 2室2厅 南,雁塔教育丁白小区    -  城南,2室2厅 | 87.24平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,4人关注 / 2个月以前发布,近地铁VR房源房本满五年随时看房,"86万9,858元/平"
763,2022-10-27,xa,黄河厂38街坊 2室1厅 南必看好房,黄河厂38街坊    -  城东,2室1厅 | 63.57平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 3个月以前发布,VR看装修房本满五年随时看房,"75万11,799元/平"
764,2022-10-27,xa,雅苑东方 2室1厅 东 北,雅苑东方    -  城东,2室1厅 | 93.56平米 | 东 北 | 精装 | 高楼层(共32层)  | 塔楼,7人关注 / 3个月以前发布,近地铁VR看装修房本满两年随时看房,"129.6万13,853元/平"
765,2022-10-27,xa,恒大帝景一期 3室2厅 南必看好房,恒大帝景一期    -  经开南,3室2厅 | 121.89平米 | 南 | 简装 | 中楼层(共33层)  | 板塔结合,3人关注 / 一年前发布,VR看装修房本满两年随时看房,"220万18,050元/平"
766,2022-10-27,xa,风度天城 3室2厅 南 北必看好房,风度天城    -  城西,3室2厅 | 103.56平米 | 南 北 | 简装 | 高楼层(共26层)  | 板塔结合,1人关注 / 3个月以前发布,近地铁VR看装修房本满五年随时看房,"157万15,161元/平"
767,2022-10-27,xa,白桦林居小区 3室2厅 南 北必看好房,白桦林居小区    -  经开北,3室2厅 | 136.61平米 | 南 北 | 简装 | 低楼层(共10层)  | 板楼,16人关注 / 4个月以前发布,近地铁VR看装修房本满两年随时看房,"265万19,399元/平"
768,2022-10-27,xa,嘉华住宅小区 3室2厅 南 北必看好房,嘉华住宅小区    -  长安,3室2厅 | 149.34平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,44人关注 / 6个月以前发布,VR房源房本满五年随时看房,"105万7,031元/平"
769,2022-10-27,xa,山水岭秀北区 3室2厅 南 北必看好房,山水岭秀北区    -  长安,3室2厅 | 144.53平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 板楼,11人关注 / 5个月以前发布,近地铁VR看装修房本满两年随时看房,"247万17,090元/平"
770,2022-10-27,xa,大华曲江公园世家三期 3室2厅 南 北,大华曲江公园世家三期    -  曲江,3室2厅 | 96.15平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,30人关注 / 7个月以前发布,近地铁VR看装修房本满两年随时看房,"173万17,993元/平"
771,2022-10-27,xa,祥林铭邸 2室1厅 北,祥林铭邸    -  城东,2室1厅 | 103.29平米 | 北 | 精装 | 高楼层(共28层)  | 板塔结合,3人关注 / 5个月以前发布,VR看装修房本满五年随时看房,"113万10,941元/平"
772,2022-10-27,xa,白桦林居小区 3室2厅 北 南必看好房,白桦林居小区    -  经开北,3室2厅 | 138.93平米 | 北 南 | 简装 | 中楼层(共26层)  | 板塔结合,28人关注 / 4个月以前发布,近地铁VR房源房本满五年随时看房,"259万18,643元/平"
773,2022-10-27,xa,新一代北城国际 2室1厅 南 北,新一代北城国际    -  城北,2室1厅 | 105.33平米 | 南 北 | 简装 | 中楼层(共30层)  | 板塔结合,0人关注 / 1个月以前发布,VR看装修房本满五年随时看房,"140万13,292元/平"
774,2022-10-27,xa,茗景园 3室2厅 南 北,茗景园    -  长安,3室2厅 | 121.91平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,39人关注 / 6个月以前发布,近地铁VR房源房本满五年随时看房,"116万9,516元/平"
775,2022-10-27,xa,金辉世界城A区 3室2厅 南 北必看好房,金辉世界城A区    -  曲江,3室2厅 | 109.72平米 | 南 北 | 精装 | 30层  | 板塔结合,3人关注 / 6个月以前发布,近地铁VR看装修房本满两年随时看房,"261万23,788元/平"
776,2022-10-27,xa,天竹综合大厦 3室2厅 南 东,天竹综合大厦    -  城北,3室2厅 | 111.89平米 | 南 东 | 简装 | 中楼层(共29层)  | 塔楼,12人关注 / 5个月以前发布,VR房源房本满两年随时看房,"118万10,547元/平"
777,2022-10-27,xa,莱安逸境 2室1厅 南,莱安逸境    -  高新四路,2室1厅 | 91.38平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,3人关注 / 2个月以前发布,近地铁VR看装修房本满五年随时看房,"155万16,963元/平"
778,2022-10-27,xa,竹园阳光嘉苑 3室2厅 南必看好房,竹园阳光嘉苑    -  长安,3室2厅 | 94.25平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,18人关注 / 7个月以前发布,VR看装修房本满五年随时看房,"155万16,446元/平"
779,2022-10-27,xa,恒大城 3室2厅 南 北必看好房,恒大城    -  城西,3室2厅 | 114.19平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,86人关注 / 一年前发布,近地铁VR看装修房本满两年随时看房,"188.8万16,534元/平"
780,2022-10-27,xa,中国铁建国际城 3室2厅 南 北,中国铁建国际城    -  曲江,3室2厅 | 154.6平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,13人关注 / 3个月以前发布,VR看装修房本满五年随时看房,"370万23,933元/平"
781,2022-10-27,xa,隆源国际城 3室2厅 南 北,隆源国际城    -  北客站,3室2厅 | 98.1平米 | 南 北 | 精装 | 低楼层(共33层)  | 板塔结合,21人关注 / 5个月以前发布,VR看装修房本满两年随时看房,"138.8万14,149元/平"
782,2022-10-27,xa,御锦城智慧树 3室2厅 南 北必看好房,御锦城智慧树    -  浐河西路,3室2厅 | 109.81平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,34人关注 / 5个月以前发布,VR看装修房本满两年随时看房,"191万17,394元/平"
783,2022-10-27,xa,半岛美居 3室2厅 南 北必看好房,半岛美居    -  高陵,3室2厅 | 108.11平米 | 南 北 | 精装 | 高楼层(共26层)  | 板楼,4人关注 / 8个月以前发布,VR看装修房本满两年随时看房,"97万8,973元/平"
784,2022-10-27,xa,宏府鹍翔九天 3室2厅 南 北必看好房,宏府鹍翔九天    -  城西,3室2厅 | 100.71平米 | 南 北 | 简装 | 低楼层(共33层)  | 塔楼,4人关注 / 5个月以前发布,近地铁VR看装修房本满两年随时看房,"147万14,597元/平"
785,2022-10-27,xa,西变公司沣禾小区 3室1厅 南 北必看好房,西变公司沣禾小区    -  城西,3室1厅 | 77.48平米 | 南 北 | 简装 | 低楼层(共7层)  | 暂无数据,2人关注 / 4个月以前发布,VR看装修房本满两年随时看房,"78万10,068元/平"
786,2022-10-27,xa,天朗莱茵小城 2室2厅 南 西 北必看好房,天朗莱茵小城    -  城西,2室2厅 | 79.42平米 | 南 西 北 | 简装 | 低楼层(共27层)  | 塔楼,0人关注 / 1个月以前发布,VR看装修房本满两年随时看房,"122万15,362元/平"
787,2022-10-27,xa,二十街坊 2室2厅 南 北,二十街坊    -  城东,2室2厅 | 79.28平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,10人关注 / 3个月以前发布,近地铁VR看装修房本满五年随时看房,"75万9,461元/平"
788,2022-10-27,xa,大华曲江公园世家五期 3室2厅 南 北必看好房,大华曲江公园世家五期    -  曲江,3室2厅 | 104.57平米 | 南 北 | 精装 | 31层  | 板塔结合,1人关注 / 12天以前发布,近地铁VR看装修随时看房,"228万21,804元/平"
789,2022-10-27,xa,华远君城 2室2厅 南必看好房,华远君城    -  城北,2室2厅 | 83.98平米 | 南 | 简装 | 高楼层(共30层)  | 板塔结合,55人关注 / 6个月以前发布,VR看装修房本满五年随时看房,"116万13,813元/平"
790,2022-10-27,xa,新福兴理想城 2室1厅 南 北必看好房,新福兴理想城    -  城北,2室1厅 | 82.15平米 | 南 北 | 简装 | 中楼层(共32层)  | 板塔结合,5人关注 / 5个月以前发布,VR看装修房本满两年随时看房,"117万14,243元/平"
791,2022-10-27,xa,中天锦庭 3室1厅 南 北必看好房,中天锦庭    -  城北,3室1厅 | 90.13平米 | 南 北 | 简装 | 低楼层(共34层)  | 板塔结合,15人关注 / 3个月以前发布,近地铁VR房源房本满两年随时看房,"155万17,198元/平"
792,2022-10-27,xa,紫薇希望城西区 3室2厅 南 北,紫薇希望城西区    -  经开北,3室2厅 | 126.28平米 | 南 北 | 精装 | 中楼层(共27层)  | 板塔结合,2人关注 / 1个月以前发布,近地铁VR看装修房本满五年随时看房,"189万14,967元/平"
793,2022-10-27,xa,恒基碧翠锦华 3室2厅 西南必看好房,恒基碧翠锦华    -  城东,3室2厅 | 105.02平米 | 西南 | 毛坯 | 中楼层(共27层)  | 板楼,4人关注 / 3个月以前发布,VR看装修房本满两年随时看房,"183万17,426元/平"
794,2022-10-27,xa,万科金色悦城 3室2厅 南 北必看好房,万科金色悦城    -  城西,3室2厅 | 108.17平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,10人关注 / 6个月以前发布,近地铁VR看装修房本满两年随时看房,"185万17,103元/平"
795,2022-10-27,xa,种子公司小区 3室2厅 南 北必看好房,种子公司小区    -  长安,3室2厅 | 99.57平米 | 南 北 | 简装 | 中楼层(共5层)  | 暂无数据,8人关注 / 3个月以前发布,VR看装修房本满两年随时看房,"87万8,738元/平"
796,2022-10-27,xa,华润二十四城一期 3室1厅 南 北,华润二十四城一期    -  西咸,3室1厅 | 94平米 | 南 北 | 简装 | 中楼层(共33层)  | 板塔结合,21人关注 / 4个月以前发布,近地铁VR看装修房本满五年随时看房,"148万15,745元/平"
797,2022-10-27,xa,华侨城天鹅堡 4室2厅 东 东南 南,华侨城天鹅堡    -  曲江,4室2厅 | 205.68平米 | 东 东南 南 | 精装 | 低楼层(共32层)  | 板塔结合,3人关注 / 2个月以前发布,VR房源房本满两年随时看房,"660万32,089元/平"
798,2022-10-27,xa,融创蘭园 3室2厅 南 北必看好房,融创蘭园    -  城西,3室2厅 | 117.86平米 | 南 北 | 精装 | 中楼层(共31层)  | 板塔结合,5人关注 / 3个月以前发布,VR看装修房本满两年随时看房,"236.5万20,067元/平"
799,2022-10-27,xa,西安锦都 6室3厅 南 北,西安锦都    -  高新四路,6室3厅 | 237平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,227人关注 / 一年前发布,近地铁VR看装修房本满五年随时看房,"255万10,760元/平"
800,2022-10-27,xa,西钢东一区家属院 2室2厅 南 北,西钢东一区家属院    -  城西,2室2厅 | 103.13平米 | 南 北 | 简装 | 低楼层(共7层)  | 板塔结合,12人关注 / 一年前发布,近地铁VR看装修房本满五年随时看房,"88万8,533元/平"
801,2022-10-27,xa,中海凯旋门 4室2厅 南 北必看好房,中海凯旋门    -  曲江,4室2厅 | 141.72平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,30人关注 / 2个月以前发布,近地铁VR房源房本满五年随时看房,"425万29,989元/平"
802,2022-10-27,xa,御锦城理想树 2室2厅 南必看好房,御锦城理想树    -  浐河西路,2室2厅 | 76.79平米 | 南 | 精装 | 低楼层(共20层)  | 板楼,3人关注 / 3个月以前发布,VR看装修房本满五年随时看房,"129万16,800元/平"
803,2022-10-27,xa,中建国熙台 3室2厅 南 北必看好房,中建国熙台    -  高新六路,3室2厅 | 120.99平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板楼,10人关注 / 6个月以前发布,VR看装修房本满两年随时看房,"282万23,308元/平"
804,2022-10-27,xa,中航华府 3室2厅 南必看好房,中航华府    -  城西,3室2厅 | 76.71平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,近地铁VR看装修房本满两年随时看房,"166万21,640元/平"
805,2022-10-27,xa,水榭花都 2室2厅 南 北,水榭花都    -  高陵,2室2厅 | 46.05平米 | 南 北 | 精装 | 中楼层(共15层)  | 板塔结合,2人关注 / 3个月以前发布,VR房源房本满两年随时看房,"45.5万9,881元/平"
806,2022-10-27,xa,雅荷花园 2室2厅 南 北,雅荷花园    -  经开南,2室2厅 | 83.11平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,43人关注 / 7个月以前发布,近地铁VR看装修房本满五年随时看房,"92万11,070元/平"
807,2022-10-27,xa,振业泊公馆 3室1厅 南 北必看好房,振业泊公馆    -  浐河西路,3室1厅 | 125.75平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板塔结合,68人关注 / 一年前发布,近地铁VR看装修房本满两年随时看房,"180万14,315元/平"
808,2022-10-27,xa,隆源国际城 3室1厅 西南必看好房,隆源国际城    -  北客站,3室1厅 | 87.45平米 | 西南 | 精装 | 中楼层(共25层)  | 板塔结合,10人关注 / 3个月以前发布,VR看装修房本满两年随时看房,"131万14,980元/平"
