,time_get_data,city,title,flood,address,followInfo,tag,priceInfo,follower,release_time
0,2022-10-29,dg,黄江碧桂园高层朝南3房业主诚心出售带车位家私电器必看好房,碧桂园翡翠山二期    -  黄江镇,3室1厅 | 93.27平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 7天以前发布,VR房源房本满两年随时看房,"230万24,660元/平",0人关注 ,7天以前发布
948,2022-10-29,dg,名巨2+1户型，不多见的好房子。必看好房,名巨中央花园    -  横沥镇,3室1厅 | 76.48平米 | 南 北 | 毛坯 | 25层  | 塔楼,7人关注 / 6个月以前发布,VR看装修房本满两年随时看房,"118万15,429元/平",7人关注 ,6个月以前发布
949,2022-10-29,dg,此房保养好，拎包入住，红本在手，有钥匙，方便看房。,紫荆花园三期    -  常平镇,2室2厅 | 57.5平米 | 东 | 简装 | 中楼层(共6层)  | 塔楼,3人关注 / 8个月以前发布,VR房源房本满两年随时看房,"62万10,783元/平",3人关注 ,8个月以前发布
950,2022-10-29,dg,业主诚心出售，屋子精装保养好，采光通风不错必看好房,汉唐蜜园    -  南城车站,2室1厅 | 33平米 | 南 | 精装 | 高楼层(共15层)  | 板楼,2人关注 / 2个月以前发布,VR看装修房本满两年随时看房,"95万28,788元/平",2人关注 ,2个月以前发布
951,2022-10-29,dg,精装小二房 南北对流 户型方正 采光充足  南摩尔商圈,江滨花园二期    -  华南摩尔,2室1厅 | 46.19平米 | 南 | 精装 | 高楼层(共6层)  | 塔楼,1人关注 / 1个月以前发布,VR房源房本满五年随时看房,"78万16,887元/平",1人关注 ,1个月以前发布
952,2022-10-29,dg,高楼层 视野开阔  采光充足 小区环境优美必看好房,御河湾    -  横沥镇,2室1厅 | 67.16平米 | 北 | 毛坯 | 26层  | 板塔结合,6人关注 / 6个月以前发布,VR看装修房本满两年随时看房,"88万13,104元/平",6人关注 ,6个月以前发布
953,2022-10-29,dg,寮步鼎峰两房 精装修 格局好 通风采光都很好 业主急售必看好房,鼎峰品筑    -  寮步,2室2厅 | 65.78平米 | 北 | 精装 | 中楼层(共16层)  | 塔楼,2人关注 / 2个月以前发布,VR看装修房本满五年随时看房,"136万20,675元/平",2人关注 ,2个月以前发布
954,2022-10-29,dg,景湖名郡，中高层，精装修，户型方正，业主诚心出售必看好房,景湖名郡    -  西平,2室1厅 | 76.26平米 | 西南 | 精装 | 中楼层(共18层)  | 板塔结合,8人关注 / 6个月以前发布,VR看装修房本满五年随时看房,"275万36,061元/平",8人关注 ,6个月以前发布
955,2022-10-29,dg,自业自主，新装修保养好，随时可看房必看好房,海霞新都会    -  常平镇,2室2厅 | 63.76平米 | 东南 | 简装 | 中楼层(共22层)  | 板塔结合,3人关注 / 6个月以前发布,VR房源房本满两年随时看房,"参考价: 81万12,699元/平",3人关注 ,6个月以前发布
956,2022-10-29,dg,满五精装修三房，看房方便，朝向花园必看好房,保利中惠悦城    -  寮步,3室1厅 | 88.43平米 | 东南 南 | 精装 | 中楼层(共25层)  | 塔楼,7人关注 / 6个月以前发布,VR房源房本满两年随时看房,"215万24,314元/平",7人关注 ,6个月以前发布
957,2022-10-29,dg,房子满五年 少5.3%增值税   看好房子价格可谈必看好房,万达中央公馆    -  宵边,3室2厅 | 91.11平米 | 南 | 精装 | 29层  | 板塔结合,11人关注 / 一年前发布,VR看装修房本满五年随时看房,"320万35,123元/平",11人关注 ,一年前发布
958,2022-10-29,dg,业主诚心出售，楼层好，中间位置佳必看好房,百悦尚城三期恒大御湖    -  南城车站,2室2厅 | 82.59平米 | 西南 | 精装 | 高楼层(共18层)  | 板塔结合,1人关注 / 3个月以前发布,近地铁VR房源房本满两年随时看房,"参考价: 249万30,146元/平",1人关注 ,3个月以前发布
959,2022-10-29,dg,财津精装两房 采光通风好 诚心出售必看好房,中央财津    -  三元里,2室1厅 | 61.97平米 | 西南 | 精装 | 26层  | 板塔结合,4人关注 / 5个月以前发布,VR看装修房本满两年随时看房,"150万24,206元/平",4人关注 ,5个月以前发布
960,2022-10-29,dg,未来世界精装复式两房 业主换房诚意出售 高层位置好,未来世界花园    -  西平,2室2厅 | 51.61平米 | 东北 | 精装 | 中楼层(共17层)  | 板塔结合,6人关注 / 6个月以前发布,近地铁VR房源房本满两年随时看房,"160万31,002元/平",6人关注 ,6个月以前发布
961,2022-10-29,dg,财津两房 高楼层 保养好 满5年 有钥匙随时看 诚心出售,中央财津    -  三元里,2室2厅 | 63.12平米 | 东北 | 精装 | 26层  | 板塔结合,12人关注 / 3个月以前发布,VR看装修房本满五年随时看房,"150万23,765元/平",12人关注 ,3个月以前发布
962,2022-10-29,dg,惊天好房！天虹沃尔玛商圈 6米层高复式2房必看好房,地标大厦    -  地标,2室2厅 | 58平米 | 东南 | 其他 | 高楼层(共24层)  | 塔楼,0人关注 / 3个月以前发布,VR房源房本满五年随时看房,"参考价: 107万18,281元/平",0人关注 ,3个月以前发布
963,2022-10-29,dg,御河湾两房一厅带精装修出售，朝南，采光好,御河湾    -  横沥镇,2室1厅 | 62.38平米 | 东南 | 简装 | 26层  | 板塔结合,17人关注 / 6个月以前发布,VR看装修房本满两年随时看房,"87万13,947元/平",17人关注 ,6个月以前发布
964,2022-10-29,dg,华为/松湖北站/R3号地铁 万科物业 刚需2房必看好房,万科松湖传奇    -  寮步,2室2厅 | 65.15平米 | 南 | 精装 | 中楼层(共21层)  | 板塔结合,4人关注 / 5个月以前发布,VR房源房本满两年随时看房,"158万24,252元/平",4人关注 ,5个月以前发布
965,2022-10-29,dg,活力粤港 两房 价格实惠 正朝南向必看好房,活力粤港东区    -  沙田镇,2室1厅 | 82.48平米 | 南 | 精装 | 低楼层(共11层)  | 平房,8人关注 / 一年前发布,VR看装修房本满两年随时看房,"100万12,125元/平",8人关注 ,一年前发布
966,2022-10-29,dg,中高层电梯两房 装修保养很不错 买来可以拎包..必看好房,景湖名郡    -  西平,2室1厅 | 81.82平米 | 东南 | 简装 | 高楼层(共18层)  | 板塔结合,2人关注 / 4个月以前发布,VR看装修房本满五年随时看房,"285万34,833元/平",2人关注 ,4个月以前发布
967,2022-10-29,dg,万达商圈，地段优越，毛坯房，诚心出售必看好房,连升豪庭    -  万达,2室1厅 | 76.63平米 | 南 | 毛坯 | 中楼层(共22层)  | 塔楼,0人关注 / 5个月以前发布,VR看装修房本满五年随时看房,"195万25,447元/平",0人关注 ,5个月以前发布
968,2022-10-29,dg,寮步中新区，精装两房住宅，高楼层视野开阔，配套完善必看好房,时代华庭    -  寮步,2室2厅 | 56.65平米 | 西 西北 | 精装 | 中楼层(共16层)  | 塔楼,11人关注 / 6个月以前发布,VR看装修房本满两年随时看房,"120万21,183元/平",11人关注 ,6个月以前发布
969,2022-10-29,dg,海边太平广场商圈 竹洲豪苑 格局方正 业主诚心出售必看好房,竹洲豪苑    -  太平广场,2室2厅 | 69.38平米 | 南 | 精装 | 低楼层(共12层)  | 塔楼,2人关注 / 2个月以前发布,VR房源房本满两年随时看房,"120万17,297元/平",2人关注 ,2个月以前发布
970,2022-10-29,dg,此房满两年，中高楼层，看情景美墅，可拎包入住必看好房,万科城市高尔夫花园    -  寮步,2室1厅 | 64.07平米 | 东南 | 精装 | 18层  | 板塔结合,31人关注 / 3个月以前发布,VR房源房本满两年随时看房,"参考价: 146万22,659元/平",31人关注 ,3个月以前发布
971,2022-10-29,dg,高层朝南看花园，精装可入户，采光通风好，业主诚心卖必看好房,汉唐蜜园    -  南城车站,2室1厅 | 33.5平米 | 南 | 精装 | 中楼层(共15层)  | 板楼,9人关注 / 4个月以前发布,VR房源房本满两年随时看房,"100万29,851元/平",9人关注 ,4个月以前发布
972,2022-10-29,dg,总价低的两房，老房子公摊面积小，低楼层，很实用必看好房,金丰商业街    -  宏远北,2室2厅 | 55平米 | 东南 | 其他 | 中楼层(共7层)  | 塔楼,2人关注 / 2个月以前发布,VR看装修房本满五年随时看房,"90万16,364元/平",2人关注 ,2个月以前发布
973,2022-10-29,dg,长安花园后期朝南高楼层两房业主诚心出售。必看好房,长安花园    -  长安新区,2室2厅 | 78平米 | 南 | 精装 | 18层  | 塔楼,0人关注 / 一年前发布,VR看装修房本满五年随时看房,"230万29,488元/平",0人关注 ,一年前发布
974,2022-10-29,dg,东港城两房两厅户型！通风光线好！户型方正！,沙田东港城    -  沙田镇,2室2厅 | 77.22平米 | 北 | 简装 | 低楼层(共11层)  | 塔楼,12人关注 / 8个月以前发布,VR看装修房本满五年随时看房,"125万16,188元/平",12人关注 ,8个月以前发布
975,2022-10-29,dg,配套成熟 条件舒适  沟通便利 多多来看必看好房,万达御湖公馆    -  厚街镇,2室1厅 | 56.78平米 | 东南 | 精装 | 27层  | 板塔结合,2人关注 / 1个月以前发布,近地铁房本满五年随时看房,"43.5万7,662元/平",2人关注 ,1个月以前发布
976,2022-10-29,dg,中高楼层，朝南三房，户型方正可以按喜欢的风格装修必看好房,嘉宏锦城    -  企石镇,3室2厅 | 99.66平米 | 东南 | 其他 | 低楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,VR看装修房本满两年随时看房,"125万12,543元/平",0人关注 ,2个月以前发布
977,2022-10-29,dg,御河湾朝南大两房，中高楼层，无遮挡必看好房,御河湾    -  横沥镇,2室1厅 | 87.76平米 | 南 | 毛坯 | 中楼层(共32层)  | 塔楼,4人关注 / 6个月以前发布,VR看装修房本满两年随时看房,"119万13,560元/平",4人关注 ,6个月以前发布
978,2022-10-29,dg,CBD商务区花园社区  南北通透  小高层必看好房,中信凯旋国际    -  南城车站,2室2厅 | 70.88平米 | 南 北 | 精装 | 11层  | 板塔结合,15人关注 / 一年前发布,VR看装修房本满两年随时看房,"252万35,554元/平",15人关注 ,一年前发布
979,2022-10-29,dg,大社区。新装电梯 楼层好 看房方便,东泰花园荣华苑    -  东泰,2室2厅 | 75.3平米 | 南 | 简装 | 中楼层(共8层)  | 塔楼,1人关注 / 4个月以前发布,VR看装修房本满两年随时看房,"160万21,249元/平",1人关注 ,4个月以前发布
980,2022-10-29,dg,时富家园实用小两房，保养好，诚意出售必看好房,时富花园    -  寮步,2室1厅 | 56.87平米 | 西南 | 简装 | 低楼层(共11层)  | 板塔结合,5人关注 / 3个月以前发布,VR房源房本满两年随时看房,"125万21,980元/平",5人关注 ,3个月以前发布
981,2022-10-29,dg,卓越维港、精装4房、正南朝向高楼层，准新房拎包入住必看好房,卓越维港    -  厚街镇,4室2厅 | 116.54平米 | 南 | 精装 | 高楼层(共24层)  | 板塔结合,0人关注 / 23天以前发布,VR看装修,"360万30,891元/平",0人关注 ,23天以前发布
982,2022-10-29,dg,精装三房 客厅卧室都出阳台 户型方正好使用必看好房,奥园观澜誉峰    -  塘厦镇,3室2厅 | 104.24平米 | 东南 | 精装 | 26层  | 板塔结合,0人关注 / 20天以前发布,VR看装修,"315万30,219元/平",0人关注 ,20天以前发布
983,2022-10-29,dg,东田丽园-全新装修满五年无欠款，带三阳台朝花园。必看好房,东田丽园    -  常平镇,3室2厅 | 127平米 | 东南 | 精装 | 18层  | 板楼,0人关注 / 22天以前发布,VR看装修,"参考价: 221万17,364元/平",0人关注 ,22天以前发布
984,2022-10-29,dg,三正瑞士半山 高层住宅 标准三房两卫 价格可小刀 可约必看好房,三正瑞士半山    -  凤岗镇,3室2厅 | 98.13平米 | 南 | 精装 | 27层  | 板塔结合,0人关注 / 20天以前发布,VR看装修,"290万29,553元/平",0人关注 ,20天以前发布
985,2022-10-29,dg,花园新村 ，精装修，业主诚意出售。必看好房,花园新村    -  花园新村,3室2厅 | 99.88平米 | 西南 | 精装 | 高楼层(共7层)  | 暂无数据,15人关注 / 5个月以前发布,VR房源房本满两年,"105万10,513元/平",15人关注 ,5个月以前发布
986,2022-10-29,dg,珠江观澜御景 满五唯一 税少，高层视野好必看好房,珠江观澜御景    -  塘厦镇,3室2厅 | 101平米 | 东南 | 精装 | 28层  | 板塔结合,0人关注 / 9个月以前发布,VR房源房本满五年,"275万27,228元/平",0人关注 ,9个月以前发布
987,2022-10-29,dg,次新小区万科幸福城全新精装三房 户型正 采光好必看好房,万科幸福城    -  上下桥,3室2厅 | 96.37平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼,9人关注 / 10个月以前发布,VR看装修房本满两年,"310万32,168元/平",9人关注 ,10个月以前发布
988,2022-10-29,dg,业主急售，满五唯一，精装修，家私齐全。必看好房,碧桂园翡翠山    -  黄江镇,3室2厅 | 91.49平米 | 北 | 精装 | 21层  | 板塔结合,2人关注 / 4个月以前发布,VR房源房本满两年,"218万23,828元/平",2人关注 ,4个月以前发布
989,2022-10-29,dg,满五唯一  业主自住装修保养好  户型方正  采光好必看好房,光大花园金碧苑    -  火炼树,3室2厅 | 103平米 | 东南 | 精装 | 中楼层(共8层)  | 塔楼,3人关注 / 1个月以前发布,VR看装修房本满五年,"168万16,311元/平",3人关注 ,1个月以前发布
990,2022-10-29,dg,港口大道旁 小区四房两卫 业主诚心出售 全屋定制必看好房,海月居    -  沙田镇,4室2厅 | 99.42平米 | 南 | 精装 | 17层  | 塔楼,1人关注 / 4个月以前发布,VR看装修房本满两年,"160万16,094元/平",1人关注 ,4个月以前发布
991,2022-10-29,dg,丰泰东海山庄方正三房朝小区位置安静诚心出售必看好房,丰泰东海山庄    -  新联,3室2厅 | 112.91平米 | 南 | 简装 | 中楼层(共11层)  | 塔楼,5人关注 / 7个月以前发布,VR看装修房本满五年,"270万23,913元/平",5人关注 ,7个月以前发布
992,2022-10-29,dg,丽景花园南北对流大三房  价钱实惠   方正实用必看好房,丽景花园    -  常平镇,3室2厅 | 105.17平米 | 东南 | 其他 | 高楼层(共7层)  | 塔楼,14人关注 / 4个月以前发布,VR看装修房本满两年,"80万7,607元/平",14人关注 ,4个月以前发布
993,2022-10-29,dg,安娜花园大三房，成熟配套生活圈必看好房,安娜花园    -  横沥镇,3室2厅 | 123.3平米 | 西南 | 简装 | 高楼层(共6层)  | 塔楼,2人关注 / 2个月以前发布,VR房源房本满五年,"108万8,760元/平",2人关注 ,2个月以前发布
994,2022-10-29,dg,东方国际星座 3室2厅 东必看好房,东方国际星座    -  黄河中心,3室2厅 | 124.71平米 | 东 | 精装 | 中楼层(共29层)  | 板塔结合,1人关注 / 2个月以前发布,VR房源房本满五年,"206万16,519元/平",1人关注 ,2个月以前发布
995,2022-10-29,dg,黄河商圈 85平三房证过五年 税费便宜 可看江景必看好房,华艺海滨花园    -  黄河中心,3室2厅 | 85.54平米 | 东南 | 其他 | 低楼层(共23层)  | 塔楼,8人关注 / 7个月以前发布,VR房源房本满五年,"116万13,561元/平",8人关注 ,7个月以前发布
996,2022-10-29,dg,东坑碧桂园 高楼层 三房 精装修必看好房,碧桂园豪庭二期    -  东坑镇,3室2厅 | 90.89平米 | 北 | 其他 | 中楼层(共28层)  | 板塔结合,0人关注 / 1个月以前发布,VR房源房本满两年,"165万18,154元/平",0人关注 ,1个月以前发布
997,2022-10-29,dg,汇景精装3房 朝南  户型方正 采光通透必看好房,汇景凯伦湾花园    -  沙田镇,3室2厅 | 94.06平米 | 南 | 简装 | 高楼层(共32层)  | 塔楼,2人关注 / 5个月以前发布,VR看装修房本满五年,"175万18,606元/平",2人关注 ,5个月以前发布
998,2022-10-29,dg,虎门黄河 出入方便  出则繁华 入则宁静的一个小区必看好房,飞龙山庄    -  黄河中心,3室1厅 | 101.03平米 | 东南 | 精装 | 低楼层(共9层)  | 塔楼,5人关注 / 3个月以前发布,VR房源房本满五年,"165万16,332元/平",5人关注 ,3个月以前发布
999,2022-10-29,dg,蔚蓝星湖三期 精致四房 环境优美 带部分家私电器出售必看好房,蔚蓝星湖三期星合庭    -  上下桥,4室2厅 | 139.84平米 | 南 | 其他 | 中楼层(共11层)  | 塔楼,3人关注 / 7个月以前发布,VR房源房本满五年,"360万25,744元/平",3人关注 ,7个月以前发布
1000,2022-10-29,dg,金地博登湖 4室2厅 东南必看好房,金地博登湖    -  塘厦镇,4室2厅 | 97平米 | 东南 | 其他 | 中楼层(共18层)  | 塔楼,3人关注 / 9个月以前发布,VR房源房本满两年,"255万26,289元/平",3人关注 ,9个月以前发布
1001,2022-10-29,dg,虎门万科云城 高楼层精装修77平3房 300万价格好商量必看好房,虎门万科云城    -  万达,3室2厅 | 76.57平米 | 南 | 精装 | 低楼层(共35层)  | 板塔结合,0人关注 / 7个月以前发布,VR看装修房本满两年,"259万33,826元/平",0人关注 ,7个月以前发布
1002,2022-10-29,dg,万科翡丽山 4室2厅 南必看好房,万科翡丽山    -  水濂山,4室2厅 | 143平米 | 南 | 精装 | 中楼层(共11层)  | 塔楼,10人关注 / 3个月以前发布,VR看装修房本满两年,"参考价: 441万30,827元/平",10人关注 ,3个月以前发布
1003,2022-10-29,dg,万科物业业主诚心出售中间楼层三房两卫必看好房,万科大中江南院子    -  沙田镇,3室2厅 | 93.15平米 | 东南 | 精装 | 中楼层(共18层)  | 塔楼,5人关注 / 4个月以前发布,VR看装修房本满两年,"198万21,257元/平",5人关注 ,4个月以前发布
1004,2022-10-29,dg,虎门客天下 3室2厅 南必看好房,虎门客天下    -  万达,3室2厅 | 107.33平米 | 南 | 精装 | 低楼层(共23层)  | 板塔结合,1人关注 / 1个月以前发布,VR看装修房本满两年,"288万26,834元/平",1人关注 ,1个月以前发布
1005,2022-10-29,dg,香樟一号.精装3房.业主诚意出售.拎包入住必看好房,香樟1号    -  樟木头镇,3室2厅 | 99.55平米 | 南 | 精装 | 中楼层(共23层)  | 塔楼,1人关注 / 3个月以前发布,VR看装修房本满五年,"215万21,598元/平",1人关注 ,3个月以前发布
1006,2022-10-29,dg,东骏豪苑4房 东南向高楼层看山景 满五唯一业主诚心卖必看好房,东骏豪苑    -  西平,4室2厅 | 126.73平米 | 东南 | 简装 | 高楼层(共18层)  | 板塔结合,22人关注 / 5个月以前发布,VR看装修房本满五年,"参考价: 432万34,064元/平",22人关注 ,5个月以前发布
1007,2022-10-29,dg,业主急售，随时看房，诚意出售！必看好房,恒大御景    -  白马,3室2厅 | 88.71平米 | 东南 | 精装 | 高楼层(共27层)  | 塔楼,0人关注 / 2个月以前发布,VR看装修房本满两年,"参考价: 277万31,195元/平",0人关注 ,2个月以前发布
1008,2022-10-29,dg,1笋盘 金色华庭  过五唯一 对流户型必看好房,新中银·金色华庭    -  西平,3室2厅 | 131.83平米 | 南 | 其他 | 中楼层(共16层)  | 塔楼,10人关注 / 3个月以前发布,近地铁VR房源房本满五年,"450万34,135元/平",10人关注 ,3个月以前发布
1009,2022-10-29,dg,小区环境优美 ，交通方便 配套齐全必看好房,丽城花园    -  常平镇,3室2厅 | 104.96平米 | 东南 | 简装 | 5层  | 板塔结合,24人关注 / 一年前发布,VR房源房本满五年,"117万11,148元/平",24人关注 ,一年前发布
1010,2022-10-29,dg,振江凤凰台精装三房业主诚心出售看房随时看朝南无遮挡必看好房,振江凤凰台    -  凤岗镇,3室2厅 | 85.81平米 | 南 北 | 精装 | 18层  | 板塔结合,1人关注 / 4个月以前发布,VR看装修房本满两年,"240万27,969元/平",1人关注 ,4个月以前发布
1011,2022-10-29,dg,急售联华花园城居家三房户型方正南北通透户型视野好必看好房,联华花园城    -  上下桥,3室2厅 | 98.93平米 | 南 北 | 精装 | 低楼层(共17层)  | 板塔结合,10人关注 / 5个月以前发布,VR房源房本满两年,"243万24,563元/平",10人关注 ,5个月以前发布
1012,2022-10-29,dg,步梯房中楼层，采光充足，双阳台，空气流通好必看好房,光大景湖春天    -  火炼树,3室2厅 | 112平米 | 东 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 3个月以前发布,VR看装修房本满五年,"328万29,286元/平",0人关注 ,3个月以前发布
1013,2022-10-29,dg,临深片区名流印象二期次新房86平米精装3房满5年必看好房,名流印象花园二期    -  凤岗镇,3室2厅 | 87.86平米 | 南 | 精装 | 20层  | 板塔结合,2人关注 / 2个月以前发布,VR看装修房本满两年,"235万26,748元/平",2人关注 ,2个月以前发布
1014,2022-10-29,dg,碧河花园复式两层125平4房2厅2卫1厨1阳台单边位大露台必看好房,碧河花园    -  樟木头镇,4室2厅 | 61.38平米 | 东 南 | 精装 | 高楼层(共7层)  | 塔楼,37人关注 / 5个月以前发布,VR房源房本满五年,"参考价: 91万14,718元/平",37人关注 ,5个月以前发布
1015,2022-10-29,dg,江滨花园四期 3室2厅 南必看好房,江滨花园四期    -  华南摩尔,3室2厅 | 86.41平米 | 南 | 简装 | 低楼层(共8层)  | 塔楼,0人关注 / 1个月以前发布,VR房源房本满两年,"参考价: 161万18,540元/平",0人关注 ,1个月以前发布
1016,2022-10-29,dg,方正三房  地铁口次新小区  大开发商必看好房,保利锦城一期    -  茶山镇,3室2厅 | 103.1平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,7人关注 / 5个月以前发布,VR看装修房本满两年,"208万20,175元/平",7人关注 ,5个月以前发布
1017,2022-10-29,dg,黄河商圈 91平三房两厅 高层西南向 采光足 两个洗手间必看好房,永安楼    -  黄河中心,3室2厅 | 91.22平米 | 西北 | 其他 | 高楼层(共8层)  | 塔楼,2人关注 / 1个月以前发布,VR房源房本满两年,"68万7,455元/平",2人关注 ,1个月以前发布
1018,2022-10-29,dg,黄河商圈优质小区.房子使用率很高.业主诚心出售必看好房,能源华庄    -  黄河中心,3室2厅 | 113.78平米 | 东北 | 精装 | 低楼层(共23层)  | 板塔结合,1人关注 / 一年前发布,VR看装修房本满五年,"210万18,457元/平",1人关注 ,一年前发布
1019,2022-10-29,dg,万达华府，旺中带静，户型好，通风佳，居投宜可必看好房,万达华府    -  万达,3室2厅 | 89.79平米 | 南 | 精装 | 低楼层(共29层)  | 板塔结合,1人关注 / 3个月以前发布,VR看装修房本满两年,"290万32,298元/平",1人关注 ,3个月以前发布
1020,2022-10-29,dg,万达华府，旺中带静，户型好，通风佳，居投宜可必看好房,万达华府    -  万达,3室2厅 | 89.79平米 | 南 | 精装 | 低楼层(共29层)  | 板塔结合,1人关注 / 3个月以前发布,VR看装修房本满两年,"290万32,298元/平",1人关注 ,3个月以前发布
1021,2022-10-29,dg,方正三房  地铁口次新小区  大开发商必看好房,保利锦城一期    -  茶山镇,3室2厅 | 103.1平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,7人关注 / 5个月以前发布,VR看装修房本满两年,"208万20,175元/平",7人关注 ,5个月以前发布
1022,2022-10-29,dg,江滨花园四期 3室2厅 南必看好房,江滨花园四期    -  华南摩尔,3室2厅 | 86.41平米 | 南 | 简装 | 低楼层(共8层)  | 塔楼,0人关注 / 1个月以前发布,VR房源房本满两年,"参考价: 161万18,540元/平",0人关注 ,1个月以前发布
1023,2022-10-29,dg,满五唯一，看房方便，户型方正，，价格优惠，必看好房,滨江花园    -  石碣镇,3室1厅 | 78.6平米 | 南 | 精装 | 8层  | 塔楼,55人关注 / 4个月以前发布,VR房源房本满五年,"95万12,087元/平",55人关注 ,4个月以前发布
1024,2022-10-29,dg,急售联华花园城居家三房户型方正南北通透户型视野好必看好房,联华花园城    -  上下桥,3室2厅 | 98.93平米 | 南 北 | 精装 | 低楼层(共17层)  | 板塔结合,10人关注 / 5个月以前发布,VR房源房本满两年,"243万24,563元/平",10人关注 ,5个月以前发布
1025,2022-10-29,dg,万科云城 高层视野开阔 小区环境物业好 诚意出售必看好房,虎门万科云城    -  万达,3室2厅 | 90.61平米 | 南 西 | 简装 | 高楼层(共30层)  | 板塔结合,2人关注 / 1个月以前发布,VR看装修房本满两年,"328万36,200元/平",2人关注 ,1个月以前发布
1026,2022-10-29,dg,金地外滩8号，免增值税的三房，必看好房,金地外滩8号    -  胜利路,3室1厅 | 86.45平米 | 南 | 简装 | 高楼层(共18层)  | 板楼,3人关注 / 5个月以前发布,VR看装修房本满两年,"298万34,471元/平",3人关注 ,5个月以前发布
1027,2022-10-29,dg,世纪绿洲电梯高层大三房 南北通透 装修保养好必看好房,世纪绿洲    -  厚街镇,3室2厅 | 101.1平米 | 东南 南 北 | 简装 | 高楼层(共9层)  | 塔楼,72人关注 / 一年前发布,VR看装修房本满两年,"170万16,816元/平",72人关注 ,一年前发布
1028,2022-10-29,dg,房子带精装 朝南 看小区花园 景观好 户型方正必看好房,北大资源御城    -  华南摩尔,3室2厅 | 89.83平米 | 东南 | 精装 | 低楼层(共30层)  | 板塔结合,0人关注 / 1个月以前发布,VR看装修房本满两年,"279万31,059元/平",0人关注 ,1个月以前发布
1029,2022-10-29,dg,黄河商圈优质小区.房子使用率很高.业主诚心出售必看好房,能源华庄    -  黄河中心,3室2厅 | 113.78平米 | 东北 | 精装 | 低楼层(共23层)  | 板塔结合,1人关注 / 一年前发布,VR看装修房本满五年,"210万18,457元/平",1人关注 ,一年前发布
1030,2022-10-29,dg,御景花园一楼自带68平朝南朝园景业主急卖有钥匙看房必看好房,御景花园    -  樟木头镇,3室2厅 | 71.07平米 | 南 | 简装 | 低楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,VR房源房本满两年,"参考价: 102万14,251元/平",0人关注 ,1个月以前发布
1031,2022-10-29,dg,虎门公园旁精装修三房业主诚心出售必看好房,新兴大厦    -  黄河中心,3室2厅 | 108.58平米 | 东 | 精装 | 高楼层(共13层)  | 塔楼,15人关注 / 4个月以前发布,VR看装修房本满五年,"175万16,118元/平",15人关注 ,4个月以前发布
1032,2022-10-29,dg,莞城东糖花园  户型方正 居家舒适必看好房,东糖花园    -  罗沙,2室2厅 | 85平米 | 北 | 精装 | 13层  | 板塔结合,0人关注 / 1个月以前发布,近地铁VR房源房本满五年,"235万27,648元/平",0人关注 ,1个月以前发布
1033,2022-10-29,dg,中堂凯景带露台！精装3房 朝南户型方正  打包家私家电,居益凯景中央    -  中堂镇,3室2厅 | 97.21平米 | 南 | 精装 | 低楼层(共23层)  | 板塔结合,13人关注 / 10个月以前发布,VR看装修房本满五年,"148万15,225元/平",13人关注 ,10个月以前发布
1034,2022-10-29,dg,新城市花园 新区19年房子 地铁  看花园 高层,新城市花园    -  横沥镇,3室2厅 | 105.47平米 | 东南 | 精装 | 中楼层(共16层)  | 板塔结合,30人关注 / 4个月以前发布,VR看装修房本满两年,"参考价: 87万8,215元/平",30人关注 ,4个月以前发布
1035,2022-10-29,dg,通透户型！全新装修3房，三面采光长安中惠山畔名城必看好房,中惠山畔名城    -  中心,3室2厅 | 126.66平米 | 东 西 | 精装 | 中楼层(共23层)  | 板塔结合,0人关注 / 10天以前发布,VR看装修,"468万36,950元/平",0人关注 ,10天以前发布
1036,2022-10-29,dg,安娜花园中间楼层，三房2卫，保养好，采光视野俱佳必看好房,安娜花园    -  横沥镇,3室2厅 | 100.87平米 | 东北 | 精装 | 中楼层(共6层)  | 塔楼,0人关注 / 1个月以前发布,VR房源房本满两年,"115万11,401元/平",0人关注 ,1个月以前发布
1037,2022-10-29,dg,虎门公园旁 康乐大厦 自住精致三房 配套齐全 诚意出必看好房,康乐大厦    -  太平广场,3室2厅 | 111平米 | 东南 | 精装 | 中楼层(共16层)  | 板楼,0人关注 / 1个月以前发布,VR看装修房本满五年,"169万15,226元/平",0人关注 ,1个月以前发布
1038,2022-10-29,dg,东莞 塘厦 碧桂园时代城 大三房 两卫 配套齐全必看好房,碧桂园时代城    -  塘厦镇,3室2厅 | 115.19平米 | 南 | 简装 | 30层  | 塔楼,10人关注 / 9个月以前发布,VR看装修房本满五年,"225万19,533元/平",10人关注 ,9个月以前发布
1039,2022-10-29,dg,万豪3房2卫，楼梯实用方正有空中花院，R1线未来地铁口必看好房,万豪花园    -  樟木头镇,3室2厅 | 99.47平米 | 南 | 简装 | 高楼层(共8层)  | 板楼,33人关注 / 7个月以前发布,VR房源房本满五年,"75.8万7,621元/平",33人关注 ,7个月以前发布
